Symbol,Name,Sector,Industry
MIDD,Middleby Corporation (The) Common Stock,Industrials,Diversified Manufacture
MKSI,MKS Instruments Inc. Common Stock,Industrials,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MLKN,MillerKnoll Inc. Common Stock,Consumer Discretionary,Wholesale Distributors
MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
MNDT,Mandiant Inc. Common Stock,Technology,Computer peripheral equipment
MNST,Monster Beverage Corporation,Consumer Staples,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,Utilities,Power Generation
MPWR,Monolithic Power Systems Inc. Common Stock,Technology,Semiconductors
MQ,Marqeta Inc. Class A Common Stock,Technology,EDP Services
MRCY,Mercury Systems Inc Common Stock,,
MRNA,Moderna Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRTX,Mirati Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MSFT,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated Common Stock Class A,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,Technology,Computer Software: Programming Data Processing
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors
MU,Micron Technology Inc. Common Stock,Technology,Semiconductors
MXL,MaxLinear Inc. Common Stock,Technology,Semiconductors
NARI,Inari Medical Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NATI,National Instruments Corporation Common Stock,Technology,Computer Software: Prepackaged Software
NAVI,Navient Corporation Common Stock,Finance,Finance: Consumer Services
NBIX,Neurocrine Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NCNO,nCino Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NDAQ,Nasdaq Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
NDSN,Nordson Corporation Common Stock,Industrials,Industrial Machinery/Components
NEOG,Neogen Corporation Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NFE,New Fortress Energy Inc. Class A Common Stock,Utilities,Oil/Gas Transmission
NFLX,Netflix Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
NKLA,Nikola Corporation Common Stock,Industrials,Industrial Machinery/Components
NLOK,NortonLifeLock Inc. Common Stock,Technology,Computer Software: Prepackaged Software
NOVT,Novanta Inc. Common Stock,,
NSIT,Insight Enterprises Inc. Common Stock,Technology,EDP Services
NTAP,NetApp Inc. Common Stock,Technology,Electronic Components
NTLA,Intellia Therapeutics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A Common Stock,Technology,EDP Services
NTRA,Natera Inc. Common Stock,Health Care,Medical Specialities
NTRS,Northern Trust Corporation Common Stock,Finance,Trusts Except Educational Religious and Charitable
NUVA,NuVasive Inc. Common Stock,Health Care,Medical/Dental Instruments
NVAX,Novavax Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVDA,NVIDIA Corporation Common Stock,Technology,Semiconductors
NWE,NorthWestern Corporation Common Stock,Utilities,Power Generation
NWL,Newell Brands Inc. Common Stock,Industrials,Plastic Products
NWSA,News Corporation Class A Common Stock,Consumer Discretionary,Movies/Entertainment
NXST,Nexstar Media Group Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
OAS,Oasis Petroleum Inc. Common Stock,Energy,Oil & Gas Production
ODFL,Old Dominion Freight Line Inc. Common Stock,Industrials,Trucking Freight/Courier Services
OKTA,Okta Inc. Class A Common Stock,Technology,EDP Services
OLED,Universal Display Corporation Common Stock,Technology,Semiconductors
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
OLPX,Olaplex Holdings Inc. Common Stock,Miscellaneous,Diversified Commercial Services
OMCL,Omnicell Inc. Common Stock ($0.001 par value),Health Care,Managed Health Care
ON,ON Semiconductor Corporation Common Stock,Technology,Semiconductors
ONB,Old National Bancorp Common Stock,Finance,Major Banks
OPCH,Option Care Health Inc. Common Stock,Health Care,Medical/Nursing Services
OPEN,Opendoor Technologies Inc Common Stock,Finance,Real Estate
OPK,OPKO Health Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ORLY,O'Reilly Automotive Inc. Common Stock,Consumer Discretionary,Auto & Home Supply Stores
OTTR,Otter Tail Corporation Common Stock,Utilities,Electric Utilities: Central
OZK,Bank OZK Common Stock,Finance,Major Banks
PAA,Plains All American Pipeline L.P. Common Units representing Limited Partner Interests,Energy,Oil & Gas Production
PACW,PacWest Bancorp Common Stock,Finance,Major Banks
PAGP,Plains GP Holdings L.P. Class A Units representing Limited Partner Interests,Energy,Oil & Gas Production
PANW,Palo Alto Networks Inc. Common Stock,Technology,EDP Services
PARA,Paramount Global Class B Common Stock,Consumer Discretionary,Movies/Entertainment
PAYX,Paychex Inc. Common Stock,Consumer Discretionary,Business Services
PCAR,PACCAR Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
PCH,PotlatchDeltic Corporation Common Stock,Real Estate,Real Estate Investment Trusts
PCRX,Pacira BioSciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PCTY,Paylocity Holding Corporation Common Stock,Technology,Computer Software: Prepackaged Software
PDCE,PDC Energy Inc. Common Stock (Delaware),Energy,Oil & Gas Production
PDCO,Patterson Companies Inc. Common Stock,Health Care,Medical Specialities
PECO,Phillips Edison & Company Inc. Common Stock,Real Estate,Real Estate Investment Trusts
PEGA,Pegasystems Inc. Common Stock,Technology,EDP Services
PENN,Penn National Gaming Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
PEP,PepsiCo Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
PFG,Principal Financial Group Inc Common Stock,Finance,Specialty Insurers
PGNY,Progyny Inc. Common Stock,Health Care,Managed Health Care
PINC,Premier Inc. Class A Common Stock,Health Care,Managed Health Care
PLUG,Plug Power Inc. Common Stock,Consumer Discretionary,Electrical Products
PLXS,Plexus Corp. Common Stock,Technology,Electrical Products
PNFP,Pinnacle Financial Partners Inc. Common Stock,Finance,Major Banks
PODD,Insulet Corporation Common Stock,Health Care,Medical/Dental Instruments
POOL,Pool Corporation Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
POWI,Power Integrations Inc. Common Stock,Technology,Semiconductors
PPBI,Pacific Premier Bancorp Inc,Finance,Major Banks
PPC,Pilgrim's Pride Corporation Common Stock,Consumer Staples,Meat/Poultry/Fish
PRFT,Perficient Inc. Common Stock,Technology,EDP Services
PRGS,Progress Software Corporation Common Stock (DE),Technology,Computer Software: Prepackaged Software
PRVA,Privia Health Group Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
PSEC,Prospect Capital Corporation Common Stock,Finance,Finance/Investors Services
PSMT,PriceSmart Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
PTC,PTC Inc. Common Stock,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
PTEN,Patterson-UTI Energy Inc. Common Stock,Energy,Oil & Gas Production
PTON,Peloton Interactive Inc. Class A Common Stock,Consumer Discretionary,Other Consumer Services
PYCR,Paycor HCM Inc. Common Stock,Technology,Computer Software: Prepackaged Software
PYPL,PayPal Holdings Inc. Common Stock,Consumer Discretionary,Business Services
PZZA,Papa John's International Inc. Common Stock,Consumer Discretionary,Restaurants
QCOM,QUALCOMM Incorporated Common Stock,Technology,Computer peripheral equipment
QDEL,QuidelOrtho Corporation Common Stock,Health Care,Medical/Dental Instruments
QLYS,Qualys Inc. Common Stock,Technology,EDP Services
QRVO,Qorvo Inc. Common Stock,Industrials,Industrial Machinery/Components
RARE,Ultragenyx Pharmaceutical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
RCM,R1 RCM Inc. Common Stock,Consumer Discretionary,Other Consumer Services
REG,Regency Centers Corporation Common Stock,Real Estate,Real Estate Investment Trusts
REGI,Renewable Energy Group Inc. Common Stock,Industrials,Major Chemicals
REGN,Regeneron Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
REYN,Reynolds Consumer Products Inc. Common Stock,Industrials,Office Equipment/Supplies/Services
RGEN,Repligen Corporation Common Stock,Health Care,Medical/Dental Instruments
RGLD,Royal Gold Inc. Common Stock,Industrials,Consumer Electronics/Appliances
RIVN,Rivian Automotive Inc. Class A Common Stock,Consumer Discretionary,Auto Manufacturing
RKLB,Rocket Lab USA Inc. Common Stock,Industrials,Aerospace
RMBS,Rambus Inc. Common Stock,Technology,Semiconductors
ROIC,Retail Opportunity Investments Corp. Common Stock (MD),Real Estate,Real Estate Investment Trusts
ROKU,Roku Inc. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services
ROLL,RBC Bearings Incorporated Common Stock,Industrials,Metal Fabrications
ROST,Ross Stores Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPD,Rapid7 Inc. Common Stock,Technology,Computer Software: Prepackaged Software
RPRX,Royalty Pharma plc Class A Ordinary Shares ,Health Care,Biotechnology: Pharmaceutical Preparations
RRR,Red Rock Resorts Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
RUN,Sunrun Inc. Common Stock,Industrials,Building Products
RUSHA,Rush Enterprises Inc. Common Stock Cl A,Consumer Discretionary,Other Specialty Stores
SABR,Sabre Corporation Common Stock,Consumer Discretionary,Other Consumer Services
SAFM,Sanderson Farms Inc. Common Stock,,
SAGE,Sage Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SAIA,Saia Inc. Common Stock,Industrials,Trucking Freight/Courier Services
SBAC,SBA Communications Corporation Class A Common Stock,Real Estate,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida Common Stock,Finance,Major Banks
SBNY,Signature Bank Common Stock,Finance,Major Banks
SBRA,Sabra Health Care REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts
SBUX,Starbucks Corporation Common Stock,Consumer Discretionary,Beverages - Non-Alcoholic
SEIC,SEI Investments Company Common Stock,Finance,Investment Bankers/Brokers/Service
SFM,Sprouts Farmers Market Inc. Common Stock,Consumer Discretionary,Specialty Foods
SFNC,Simmons First National Corporation Class A Common Stock,Finance,Major Banks
SGEN,Seagen Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGRY,Surgery Partners Inc. Common Stock,Health Care,Managed Health Care
SHC,Sotera Health Company Common Stock,Health Care,Medical Specialities
SHOO,Steven Madden Ltd. Common Stock,Consumer Discretionary,Shoe Manufacturing
SIGI,Selective Insurance Group Inc. Common Stock,Finance,Property-Casualty Insurers
SIRI,Sirius XM Holdings Inc. Common Stock,Consumer Discretionary,Movies/Entertainment
SITM,SiTime Corporation Common Stock,Technology,Semiconductors
SIVB,SVB Financial Group Common Stock,Finance,Major Banks
SKIN,The Beauty Health Company Class A Common Stock,Consumer Discretionary,Package Goods/Cosmetics
SLAB,Silicon Laboratories Inc. Common Stock,Technology,Semiconductors
SLGN,Silgan Holdings Inc. Common Stock,Industrials,Containers/Packaging
SLM,SLM Corporation Common Stock,Finance,Finance: Consumer Services
SMCI,Super Micro Computer Inc. Common Stock,Technology,Computer Manufacturing
SMPL,The Simply Good Foods Company Common Stock,Consumer Staples,Packaged Foods
SMTC,Semtech Corporation Common Stock,Technology,Semiconductors
SNPS,Synopsys Inc. Common Stock,Technology,EDP Services
SOFI,SoFi Technologies Inc. Common Stock  ,Finance,Diversified Financial Services
SONO,Sonos Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Video Chains
SPLK,Splunk Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SPSC,SPS Commerce Inc. Common Stock,Technology,EDP Services
SPT,Sprout Social Inc Class A Common Stock,Technology,EDP Services
SPWR,SunPower Corporation Common Stock,Technology,Semiconductors
SRCL,Stericycle Inc. Common Stock,Utilities,Environmental Services
SRPT,Sarepta Therapeutics Inc. Common Stock (DE),Health Care,Biotechnology: Pharmaceutical Preparations
SSB,SouthState Corporation Common Stock,Finance,Major Banks
SSNC,SS&C Technologies Holdings Inc. Common Stock,Technology,EDP Services
STAA,STAAR Surgical Company Common Stock,Health Care,Ophthalmic Goods
STLD,Steel Dynamics Inc.,Industrials,Steel/Iron Ore
SWAV,ShockWave Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
SWKS,Skyworks Solutions Inc. Common Stock,Technology,Semiconductors
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,Computer peripheral equipment
SYNH,Syneos Health Inc. Class A Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TASK,TaskUs Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
TCBI,Texas Capital Bancshares Inc. Common Stock,Finance,Major Banks
TECH,Bio-Techne Corp Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TENB,Tenable Holdings Inc. Common Stock,Technology,EDP Services
TER,Teradyne Inc. Common Stock,Industrials,Electrical Products
TFSL,TFS Financial Corporation Common Stock,Finance,Savings Institutions
THRM,Gentherm Inc Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
TMUS,T-Mobile US Inc. Common Stock,Telecommunications,Telecommunications Equipment
TNDM,Tandem Diabetes Care Inc. Common Stock,Health Care,Medical/Dental Instruments
TOWN,TowneBank Common Stock,Finance,Major Banks
TPG,TPG Inc. Class A Common Stock,Finance,Trusts Except Educational Religious and Charitable
TRIP,TripAdvisor Inc. Common Stock,,
TRMB,Trimble Inc. Common Stock,Industrials,Industrial Machinery/Components
TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Managers
TRUP,Trupanion Inc. Common Stock,Health Care,Medical Specialities
TSCO,Tractor Supply Company Common Stock,Consumer Discretionary,Other Specialty Stores
TSLA,Tesla Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
TTD,The Trade Desk Inc. Class A Common Stock,Technology,EDP Services
TTEC,TTEC Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
TTGT,TechTarget Inc. Common Stock,Technology,Interactive Media
TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
TW,Tradeweb Markets Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
TWKS,Thoughtworks Holding Inc. Common Stock,Technology,EDP Services
TWNK,Hostess Brands Inc. Class A Common Stock,Consumer Staples,Specialty Foods
TXG,10x Genomics Inc. Class A Common Stock,Health Care,Managed Health Care
TXN,Texas Instruments Incorporated Common Stock,Technology,Semiconductors
TXRH,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,Restaurants
UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
UBSI,United Bankshares Inc. Common Stock,Finance,Major Banks
UCBI,United Community Banks Inc. Common Stock,Finance,Major Banks
UFPI,UFP Industries Inc. Common Stock,Basic Materials,Forest Products
ULCC,Frontier Group Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
ULTA,Ulta Beauty Inc. Common Stock,,
UMBF,UMB Financial Corporation Common Stock,Finance,Commercial Banks
UMPQ,Umpqua Holdings Corporation Common Stock,Finance,Commercial Banks
UNIT,Uniti Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts
UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services
UPWK,Upwork Inc. Common Stock,,
URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
UTHR,United Therapeutics Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
VG,Vonage Holdings Corp. Common Stock,Telecommunications,Telecommunications Equipment
VIAV,Viavi Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VICR,Vicor Corporation Common Stock,Technology,Industrial Machinery/Components
VIR,Vir Biotechnology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VIRT,Virtu Financial Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
VLY,Valley National Bancorp Common Stock,Finance,Major Banks
VNOM,Viper Energy Partners LP Common Unit,Energy,Oil & Gas Production
VRNS,Varonis Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,Technology,EDP Services
VRRM,Verra Mobility Corporation Class A Common Stock,Consumer Discretionary,Other Consumer Services
VRSK,Verisk Analytics Inc. Common Stock,Consumer Discretionary,Business Services
VRSN,VeriSign Inc. Common Stock,Technology,EDP Services
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
VSAT,ViaSat Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
VTRS,Viatris Inc. Common Stock,Consumer Discretionary,Specialty Chemicals
WAFD,Washington Federal Inc. Common Stock,Finance,Major Banks
WBA,Walgreens Boots Alliance Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,Telecommunications,Cable & Other Pay Television Services
WDAY,Workday Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
WDC,Western Digital Corporation Common Stock,Technology,Electronic Components
WDFC,WD-40 Company Common Stock,Industrials,Industrial Specialties
WEN,Wendy's Company (The) Common Stock,Consumer Discretionary,Restaurants
WERN,Werner Enterprises Inc. Common Stock,Industrials,Trucking Freight/Courier Services
WFRD,Weatherford International plc Ordinary Shares,Industrials,Metal Fabrications
WING,Wingstop Inc. Common Stock,Consumer Discretionary,Restaurants
WIRE,Encore Wire Corporation Common Stock,Industrials,Metal Fabrications
WMG,Warner Music Group Corp. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,Miscellaneous,Diversified Commercial Services
WSBC,WesBanco Inc. Common Stock,Finance,Major Banks
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,Consumer Discretionary,Diversified Commercial Services
WSFS,WSFS Financial Corporation Common Stock,Finance,Major Banks
WTFC,Wintrust Financial Corporation Common Stock,Finance,Major Banks
WWD,Woodward Inc. Common Stock,Industrials,Military/Government/Technical
WYNN,Wynn Resorts Limited Common stock,Consumer Discretionary,Hotels/Resorts
XEL,Xcel Energy Inc. Common Stock,Utilities,Power Generation
XM,Qualtrics International Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
XRAY,DENTSPLY SIRONA Inc. Common Stock,Health Care,Medical/Dental Instruments
ZBRA,Zebra Technologies Corporation Class A Common Stock,Technology,Computer peripheral equipment
ZD,Ziff Davis Inc. Common Stock,Consumer Discretionary,Advertising
ZG,Zillow Group Inc. Class A Common Stock,Consumer Discretionary,Business Services
ZI,ZoomInfo Technologies Inc Common Stock,Technology,Computer Software: Prepackaged Software
ZION,Zions Bancorporation N.A. Common Stock,Finance,Major Banks
ZM,Zoom Video Communications Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
ZS,Zscaler Inc. Common Stock,Technology,EDP Services
